,seed,actions
88,3944410088,"[2, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 0, 3, 1, 2, 1, 3, 3, 0, 3, 1, 1, 2, 1, 0, 3, 0, 2, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 0, 3, 1, 2, 1, 3, 3, 0, 3, 1, 1, 2, 1, 2, 0, 1, 3, 0, 3, 0, 2, 0, 2, 2, 1, 3, 1, 1, 3, 0, 3, 0, 0, 0, 2, 0, 1, 3, 1, 1, 1, 2, 1, 2, 0, 0, 0, 2, 0, 3, 1, 2, 1, 3, 1, 1, 3, 0, 3, 0, 2, 0, 1, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 1, 3, 1, 1, 3, 0, 3, 0, 0, 2, 0, 2, 3, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 3, 1, 1, 2, 0, 1, 3, 0, 0, 2, 0, 2, 2, 1, 3, 1, 3, 1, 2, 3, 0, 3, 1, 1, 2, 1, 2, 0, 0, 0, 2, 2, 1, 3, 2, 0, 3, 0, 3, 1, 3, 1, 3, 1, 2, 2, 0, 3, 0, 3, 1, 1, 2, 1, 2, 0, 0, 2, 0, 3, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 1, 1, 3, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 2, 0, 2, 0, 3, 1, 2, 1, 3, 3, 3, 0, 2, 1, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 2, 2, 0, 3, 2, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 2, 3, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 3, 1, 2, 1, 0, 3, 1, 1, 2, 1, 2, 0, 0, 2, 2, 0, 3, 0, 3, 0, 1, 2, 1, 1, 3, 3, 0, 2, 0, 1, 3, 1, 3, 1, 2, 1, 2, 0, 0, 2, 2, 0, 3, 1, 3, 0, 2, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 0, 1, 3, 1, 1, 2, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 0, 0, 2, 1, 2, 0, 2, 0, 0, 3, 3, 3, 1, 0, 3, 1, 0, 1, 3, 1, 1, 2, 2, 0, 2, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 1, 3, 1, 1, 2, 0, 3, 2, 2, 0, 2, 1, 2, 0, 2, 0, 0, 3, 3, 3, 1, 3, 0, 2, 1, 2, 1, 1, 3, 3, 0, 1, 0, 3, 1, 1, 2, 1, 2, 0, 0, 2, 2, 0, 3, 0, 3, 1, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 0, 3, 1, 0, 1, 2, 1, 2, 1, 3, 1, 1, 3, 0, 3, 0, 0, 2, 3, 1, 1, 2, 1, 2, 0, 0, 2, 0, 3, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 3, 3, 1, 1, 2, 3, 0, 2, 1, 0, 3, 0, 2, 0, 2, 1, 2, 1, 1, 3, 1, 1, 3, 0, 3, 0, 0, 2, 2, 0, 3, 0, 2, 2, 1, 2, 1, 3, 1, 2, 0, 3, 0, 3, 3, 3, 1, 1, 2, 0, 1, 3, 0, 0, 2, 0, 2, 1, 2, 1, 3, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 3, 3, 1, 1, 2, 2, 3, 3, 1, 2, 1, 2, 0, 0, 0, 2, 2, 1, 3, 2, 0, 3, 0, 3, 3, 3, 1, 1, 2, 0, 2, 1, 3, 0, 2, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 0, 3, 1, 0, 1, 3, 1, 2, 1, 0, 3, 0, 2, 0, 2, 1, 2, 1, 3, 2, 1, 2, 0, 2, 0, 0, 3, 3, 1, 3, 3, 3, 1, 1, 2, 1, 1, 2, 0, 0, 3, 3, 1, 2, 1, 2, 0, 0, 2, 2, 0, 3, 0, 3, 3, 1, 3, 1, 1, 2, 1, 2, 0, 0, 0, 3, 1, 0, 0, 2, 3, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 3, 1, 1, 1, 2, 1, 0, 3, 0, 2, 0, 0, 2, 3, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 3, 1, 1, 2, 1, 1, 2, 0, 1, 3, 0, 3, 0, 2, 0, 0, 2, 3, 0, 2, 1, 1, 2, 1, 3, 1, 1, 3, 0, 3, 0, 0, 2, 0, 2, 2, 1, 1, 2, 0, 2, 0, 3, 0, 2, 1, 3, 1, 3, 1, 3, 1, 1, 3, 0, 3, 0, 2, 0, 1, 3, 0, 0, 2, 0, 2, 1, 1, 2, 1, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 3, 1, 1, 2, 2, 3, 0, 3, 1, 1, 2, 1, 2, 0, 0, 0, 2, 0, 3, 1, 3, 1, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 2, 1, 3, 2, 0, 3, 0, 2, 0, 3, 3, 3, 1, 3, 1, 1, 2, 1, 2, 0, 3, 0, 0, 2, 3, 0, 2, 2, 2, 2, 1, 3, 1, 3, 3, 0, 2, 1, 1, 2, 0, 2, 0, 3, 0, 2, 1, 3, 1, 3, 1, 3, 3, 3, 0, 2, 1, 0, 3, 1, 1, 2, 1, 2, 0, 0, 2, 2, 0, 0, 3, 1, 1, 2, 0, 2, 0, 0, 3, 3, 3, 3, 1, 1, 2, 3, 1, 3, 1, 2, 1, 2, 0, 0, 2, 2, 0, 2, 0, 0, 3, 3, 1, 3, 1, 2, 1, 0, 0, 3, 0, 2, 2, 2, 1, 1, 3, 1, 0, 2, 0, 0, 3, 3, 1, 3, 1, 3, 1, 3, 0, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 0, 3, 1, 2, 1, 3, 3, 0, 3, 0, 2, 0, 1, 3, 1, 1, 2, 0, 2, 2, 0, 2, 0, 2, 1, 1, 3, 1, 0, 2, 0, 0, 3, 3, 3, 3, 1, 2, 3, 0, 2, 1, 1, 3, 1, 3, 1, 2, 1, 2, 0, 0, 2, 2, 0, 3, 1, 2, 0, 2, 0, 0, 3, 3, 3, 1, 2, 1, 3, 2, 0, 2, 0, 3, 1, 1, 1, 3, 3, 3, 0, 2]"
89,3944410089,"[3, 3, 1, 2, 0, 0]"
90,3944410090,"[3, 0, 0, 0, 1, 2, 1, 3, 1, 2]"
91,3944410091,"[0, 3, 1, 2, 2, 2, 0, 3, 3, 2, 1, 3, 3, 3, 0, 1, 2, 2, 0, 3]"
92,3944410092,"[2, 1, 0, 0, 0, 0, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 1, 1, 1, 1, 2, 0, 1, 3, 0, 0, 0, 0, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 1, 1, 1, 2, 0, 3, 0, 0, 2, 2, 3, 3, 0, 2, 2, 2, 2, 1, 3, 0, 3, 3, 3, 1, 1, 1, 2, 0, 0, 2, 3, 3, 0, 2, 3, 1, 2, 2, 2, 0, 3, 1, 3, 3, 0, 2, 3, 1, 2, 2, 2, 1, 2, 0, 3, 0, 3]"
93,3944410093,"[2, 3, 0, 0, 2, 0, 3, 0, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 1, 1, 1, 2, 0, 1, 0, 3, 0, 0, 0, 2, 0, 2, 2, 1, 3, 0, 3, 3, 1, 1, 1, 1, 2, 0, 3, 0, 0, 2, 2, 3, 0, 2, 2, 2, 1, 3, 2, 0, 3, 3, 3, 1, 3, 1, 1, 2, 0, 0, 2, 3, 3, 0, 2, 2, 2, 2, 1, 3, 3, 0, 3, 3, 1, 1, 2, 0, 3, 0, 2]"
94,3944410094,"[0, 3, 1]"
95,3944410095,"[2, 3, 1, 1, 2, 2, 2, 2, 2, 0, 3, 3, 0, 1, 2, 1, 3, 3, 3, 0, 1, 2, 2, 0, 3, 1, 3, 3, 0, 2, 2, 1, 2, 2, 0, 3, 0, 1, 2, 1, 3, 3, 3, 0, 0, 3, 2, 1, 1, 2, 2, 0, 3, 1, 3, 3, 0, 2, 2, 1, 2, 2, 0, 3, 0, 1, 2, 1, 3, 3, 3, 0, 0, 0, 1, 3, 1, 2, 1, 2, 2, 0, 3, 1, 3, 3, 0, 0, 2, 0, 3, 0, 2, 0, 1, 3, 1, 1, 1, 2, 1, 2, 2, 0, 3, 1, 3, 0, 0]"
96,3944410096,"[3, 1, 1, 3, 1, 1, 2, 1, 2, 2, 0, 3, 0, 3, 0, 1, 2, 1, 1, 3, 3, 0, 2, 1, 2, 2, 0, 3, 0, 1, 1, 3, 3, 0, 0]"
97,3944410097,"[2, 1, 0, 1, 3, 1, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 1, 3, 0, 0, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 0, 1, 2, 1, 2, 2, 0, 3, 2, 1, 3, 3, 3, 0, 0, 2, 1, 3, 1, 2, 2]"
98,3944410098,"[0, 0, 3, 0, 3, 0, 2, 0, 1, 1, 1, 2, 1, 1, 3, 0, 1, 2, 0, 0, 0, 3, 3, 0, 2, 0, 2, 1, 1, 1, 1, 3, 0]"
99,3944410099,"[1, 2, 0, 2, 2, 2, 1, 1, 3, 0, 1, 2, 0, 0, 3, 3, 3]"
